nom_estab,nombre_act,telefono,latitud,longitud,codigo_act,municipio
PAPELERIA CONTINENTAL,Clínicas de consultorios médicos del sector privado,2228494408,18.98879996,-97.45242712,621115,Chalchicomula de Sesma
PODOLOGIA CLINICA,Otros consultorios del sector privado para el cuidado de la salud,2225418804,19.01831568,-98.26379545,621398,San Andrés Cholula
PODOLOGIA CLINICA DR FEET,Otros consultorios del sector privado para el cuidado de la salud,2222509458,19.00569151,-98.23168058,621398,Puebla
POLICLINICA DE ESPECIALIDADES LAS PALMAS,Consultorios de medicina general del sector privado,2225025179,19.0223191,-98.21021072,621111,Puebla
POLICLINICA SAN FRANCISCO,Hospitales generales del sector privado,2764730028,19.46800006,-97.69320418,622111,Libres
PSIC CLINICA SIN NOMBRE,Hospitales psiquiátricos y para el tratamiento por adicción del sector privado,2761253734,19.47341337,-97.67765875,622211,Libres
PSICOLOGIA CLINICA,Consultorios de psicología del sector privado,2226331741,20.17773058,-98.0481254,621331,Huauchinango
PSYCODINAMIA PSICOLOGIA CLINICA Y DEL DEPORTE,Consultorios de psicología del sector privado,2224585368,19.13718092,-98.23859268,621331,Cuautlancingo
RANDONM PROCESS GROUP,Clínicas de consultorios médicos del sector privado,2216533500,19.04379276,-98.17719926,621115,Puebla
REINA MADRE PUEBLA,Hospitales del sector privado de otras especialidades médicas,5531443794,19.05049844,-98.2164802,622311,Puebla
RENAMEDICAL,Otros centros del sector privado para la atención de pacientes que no requieren hospitalización,5527202686,19.93279878,-97.95984584,621491,Zacatlán
SANATORIO CAMPESTRE,Hospitales generales del sector privado,2272761891,19.15549225,-98.4085686,622111,Huejotzingo
SANATORIO DEL SAGRADO CORAZON DE JESUS,Hospitales generales del sector privado,7979710700,19.84031757,-98.0290363,622111,Chignahuapan
SANATORIO GUADALUPE,Hospitales del sector privado de otras especialidades médicas,7298910792,19.28626023,-98.43994146,622311,San Martín Texmelucan
SANATORIO GUADALUPE DE TECAMACHALCO,Hospitales del sector privado de otras especialidades médicas,2494222751,18.87830539,-97.73048571,622311,Tecamachalco
SANATORIO HUMBOLDT DE PUEBLA,Hospitales generales del sector privado,2225889015,19.04540036,-98.17884456,622111,Puebla
SANATORIO MATERNIDAD GUADALUPE,Consultorios de medicina general del sector privado,2222471043,19.06723279,-98.30799584,621111,San Pedro Cholula
SANATORIO NUESTRA SEÑORA DE LA ASUNCION,Hospitales generales del sector privado,2484843963,19.27112879,-98.44093406,622111,San Martín Texmelucan
SANATORIO SAGRADO CORAZON,Hospitales generales del sector privado,2221335744,18.97155537,-98.18544327,622111,Puebla
SANATORIO SANTA FE,Consultorios de medicina general del sector privado,2373811076,18.67551368,-97.65175199,621111,Tlacotepec de Benito Juárez
SANATORIO SANTA MARIA,Consultorios de medicina general del sector privado,2221652019,19.05900244,-98.30985741,621111,San Pedro Cholula
SANATORIO Y MATERNIDAD DEL SAGRADO CORAZON,Consultorios de medicina general del sector privado,7647642321,20.28066174,-97.96133712,621111,Xicotepec
SECRETARIA DE SALUD,Clínicas de consultorios médicos del sector público,2221297334,18.97485593,-98.16159407,621116,Puebla
SISTEMA MUNICIPAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA MTP930215QYO,Hospitales generales del sector público,7644880641,20.13714764,-97.92431318,622112,Tlaola
SOLUCIONES EN SALUD OCUPACIONAL SEGURIDAD E HIGIENE INDUSTRIAL,Hospitales generales del sector privado,2223107363,19.16729216,-98.31255707,622111,San Miguel Xoxtla
SPA Y CLINICA MEDICA,Consultorios de medicina especializada del sector privado,2221323170,19.02796614,-98.19779283,621113,Puebla
TORRE MEDICA SIN NOMBRE,Clínicas de consultorios médicos del sector privado,2383861563,18.4714256,-97.39438523,621115,Tehuacán
TULCIMEDIC,Clínicas de consultorios médicos del sector privado,2751000645,18.03514254,-98.44479202,621115,Tulcingo
UMR AMIXTLAN,Clínicas de consultorios médicos del sector público,7979779941,20.04458564,-97.79945183,621116,Amixtlán
UNEME-EC,Clínicas de consultorios médicos del sector público,2223996029,18.98914944,-98.24063752,621116,Puebla
UNIDAD CLINICA DERMATOLOGICA,Consultorios de medicina especializada del sector privado,2481170688,19.28286917,-98.43692448,621113,San Martín Texmelucan
UNIDAD DE DIAGNOSTICO EN PATOLOGIA QUIRURGICA CLINICA DE DISPLASIA,Consultorios de medicina general del sector privado,2222406103,19.04169791,-98.21039678,621111,Puebla
UNIDAD DE MEDECINA FAMILIAR TIPO 1 CHIAUTLA DE TAPIA ISSSTE,Hospitales generales del sector público,7761138238,18.30081861,-98.6058509,622112,Chiautla
UNIDAD DE MEDICINA FAMILIAR,Clínicas de consultorios médicos del sector público,7979754161,19.92808712,-97.96338017,621116,Zacatlán
UNIDAD DE MEDICINA FAMILIAR 49,Clínicas de consultorios médicos del sector público,7979730130,19.81910827,-97.81172478,621116,Tetela de Ocampo
UNIDAD DE MEDICINA FAMILIAR NO. 22,Hospitales generales del sector público,2313137156,19.81167612,-97.374623,622112,Teziutlán
UNIDAD DE MEDICINA FAMILIAR NUMERO 27 AJALPAN,Hospitales generales del sector público,2363811107,18.36832412,-97.25381769,622112,Ajalpan
UNIDAD HOSPITALARIA SAN JOSE,Hospitales generales del sector privado,2481228092,19.27473578,-98.43292691,622111,San Martín Texmelucan
UNIDAD HOSPITALARIA SAN NICOLAS DE BARI,Clínicas de consultorios médicos del sector privado,2222710652,19.04178232,-98.04294324,621115,Amozoc
UNIDAD MEDICA,Hospitales generales del sector privado,2225060467,19.10866354,-98.27611998,622111,Cuautlancingo
UNIDAD MEDICA DE PEDIATRIA NIÑO JESUS,Clínicas de consultorios médicos del sector privado,2383717212,18.47748541,-97.39976352,621115,Tehuacán
UNIDAD MEDICA EL ANGEL,Hospitales generales del sector privado,2444429304,18.90736224,-98.43824188,622111,Atlixco
UNIDAD MEDICA FAMILIAR 7,Clínicas de consultorios médicos del sector público,2221627357,18.99137168,-98.24177513,621116,Puebla
UNIDAD MEDICA FAMILIAR CON HOSPITALIZACION NUMERO 26,Hospitales generales del sector público,2447863305,18.51583762,-98.60191068,622112,Chietla
UNIDAD MEDICA FAMILIAR NO 8,Clínicas de consultorios médicos del sector público,2222407241,19.01895695,-98.22888957,621116,Puebla
UNIDAD MEDICA IMSS BIENESTAR,Hospitales generales del sector público,2223718373,19.71580007,-97.67118872,622112,Zautla
UNIDAD MEDICA PLUS ESPECIALISTAS,Clínicas de consultorios médicos del sector privado,2444451150,18.90417936,-98.43574224,621115,Atlixco
UNIDAD MEDICA RURAL,Hospitales generales del sector público,7971234006,20.12360412,-97.8513357,622112,Tlapacoya
UNIDAD MEDICA RURAL,Clínicas de consultorios médicos del sector público,7647647020,20.13704149,-97.92571506,621116,Tlaola
UNIDAD MEDICA RURAL,Clínicas de consultorios médicos del sector público,2227781015,19.03852174,-98.3396014,621116,San Andrés Cholula
UNIDAD MEDICA RURAL,Clínicas de consultorios médicos del sector público,2754323139,18.18589199,-98.38754273,621116,Axutla
UNIDAD MEDICA RURAL CHIGNAUTLA,Clínicas de consultorios médicos del sector público,2221903387,19.8144809,-97.39221821,621116,Chignautla
UNIDAD MEDICA RURAL IMSS,Hospitales generales del sector público,7645965121,20.48190981,-97.94221181,622112,Jalpan
UNIDAD MEDICA RURAL IMSS BIENESTAR,Hospitales generales del sector público,2312066431,19.79313278,-97.32285257,622112,Xiutetelco
UNIDAD MEDICA RURAL IMSS BIENESTAR EL RINCON CITLALTEPTL,Hospitales generales del sector público,2231302624,19.15333301,-97.89202779,622112,Nopalucan
UNIDAD MEDICO FAMILIAR 21 IMSS,Hospitales generales del sector público,2222404184,19.02779167,-98.19653511,622112,Puebla
UNIDAD MEDICO RURAL,Hospitales generales del sector público,2441011537,19.01550748,-98.39977175,622112,San Jerónimo Tecuanipan
UNIDAD MEDICO RURAL SANTA MARIA TONANZINTLA,Hospitales generales del sector público,5528660977,19.03044142,-98.32061083,622112,San Andrés Cholula
UNIDAD QUIMICA CLINICA DE DIAGNOSTICO,Laboratorios médicos y de diagnóstico del sector privado,2311109681,20.09663476,-97.41026921,621511,Ayotoxco de Guerrero
UROLOGICA MEDICA CLINICA,Consultorios de medicina especializada del sector privado,2226857014,19.0425119,-98.03949314,621113,Amozoc
VITAL FIT CLINICA DE NUTRICION,Consultorios de nutriólogos y dietistas del sector privado,2451099675,18.98531305,-97.45069576,621391,Chalchicomula de Sesma
CAFETERIA DEL HOSPITAL,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",9531073507,18.18814847,-98.05463496,722515,Acatlán
LA CLINICA RESTAURANTE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,2213070992,19.03846902,-98.21693304,722511,Puebla
28 DE FEBRERO,Salones y clínicas de belleza y peluquerías,2218593869,18.9883423,-98.25801591,812110,Puebla
4 STUDIO M,Salones y clínicas de belleza y peluquerías,2229703362,19.05362566,-98.22028557,812110,Puebla
4 YOUR SKIN,Salones y clínicas de belleza y peluquerías,2224316467,19.02514461,-98.23664045,812110,San Andrés Cholula
4KINGS BARBER SHOP,Salones y clínicas de belleza y peluquerías,2214333788,19.08970226,-98.22510094,812110,Puebla
777 BARBER SHOP,Salones y clínicas de belleza y peluquerías,2222159952,18.99115105,-98.24881251,812110,Puebla
98 TATTOO STUDIO,Salones y clínicas de belleza y peluquerías,5630664812,20.50850272,-97.67131762,812110,Venustiano Carranza
A LA MALA TATTO,Salones y clínicas de belleza y peluquerías,2221703697,19.10327939,-98.22608475,812110,Puebla
A V O SPA,Salones y clínicas de belleza y peluquerías,2311744775,19.81232629,-97.36046573,812110,Teziutlán
AB MAKEUP ESTUDIO,Salones y clínicas de belleza y peluquerías,2311314515,19.79298616,-97.32899835,812110,Xiutetelco
AC BEAUTY STUDIO,Salones y clínicas de belleza y peluquerías,2217380284,19.04624937,-98.20400107,812110,Puebla
ACADEMIA DE BELLEZA CDN,Salones y clínicas de belleza y peluquerías,2434368560,18.59733194,-98.4650687,812110,Izúcar de Matamoros
ACADEMIA DE BELLEZA GLAMOUR,Salones y clínicas de belleza y peluquerías,2222222160,18.99609501,-98.32898916,812110,Ocoyucan
ACADEMIA DE BELLEZA NUEVO ESTILO,Salones y clínicas de belleza y peluquerías,2227610402,19.14821841,-98.10476914,812110,Puebla
ACADEMIA DE MAQUILLAJE,Salones y clínicas de belleza y peluquerías,2221404684,19.04200754,-98.20914184,812110,Puebla
ACADEMIA DE UÑAS,Salones y clínicas de belleza y peluquerías,2486902465,19.28390225,-98.43580978,812110,San Martín Texmelucan
ACADEMIA UÑAS BARRIENTOS,Salones y clínicas de belleza y peluquerías,2221625861,19.04670957,-98.19733305,812110,Puebla
ACADEMY NAILS YEI,Salones y clínicas de belleza y peluquerías,2221207207,19.05536568,-98.15259563,812110,Puebla
ACCESORIOS CARLIN,Salones y clínicas de belleza y peluquerías,2271173803,19.16195595,-98.40682574,812110,Huejotzingo
ACCESORIOS PARA TELEFONOS Y ESTETICA,Salones y clínicas de belleza y peluquerías,2215731223,18.94325594,-98.30128813,812110,Ocoyucan
ACETONA BOUTIQUE DE UÑAS,Salones y clínicas de belleza y peluquerías,2224475920,19.05513511,-98.22851147,812110,Puebla
ACETONA SALON DE UÑAS,Salones y clínicas de belleza y peluquerías,2222839624,18.99231899,-98.27770232,812110,San Andrés Cholula
ADA NAIL STUDY,Salones y clínicas de belleza y peluquerías,2229061402,19.02336769,-98.3074323,812110,San Andrés Cholula
ADARA STUDIO,Salones y clínicas de belleza y peluquerías,2212057959,18.99192586,-98.27716005,812110,San Andrés Cholula
ADES BARBER SHOP,Salones y clínicas de belleza y peluquerías,2382096165,18.46757599,-97.4035316,812110,Tehuacán
ADL BARBERIA,Salones y clínicas de belleza y peluquerías,2221584801,19.09965277,-98.25576793,812110,Cuautlancingo
ADYLU,Salones y clínicas de belleza y peluquerías,2212102945,19.0060329,-98.22030864,812110,Puebla
AF SPA & BEAUTY,Salones y clínicas de belleza y peluquerías,2221776937,18.98604585,-98.21366869,812110,Puebla
AFRODITA BEATY SALON,Salones y clínicas de belleza y peluquerías,2212815129,19.03353834,-98.23565101,812110,Puebla
AIDE LASHES,Salones y clínicas de belleza y peluquerías,2221584024,19.0832484,-98.21084264,812110,Puebla
AJ NAILS,Salones y clínicas de belleza y peluquerías,2228595294,19.08564393,-98.22526186,812110,Puebla
AJALPBARBER,Salones y clínicas de belleza y peluquerías,2361032148,18.38062409,-97.25976685,812110,Ajalpan
AKARI VALENCIA,Salones y clínicas de belleza y peluquerías,2228498076,19.08682916,-98.21069183,812110,Puebla
AKVO SPA,Salones y clínicas de belleza y peluquerías,2223921751,19.00213122,-98.27114216,812110,San Andrés Cholula
AL STUDIO SPA,Salones y clínicas de belleza y peluquerías,2224188005,19.10871412,-98.27824702,812110,Coronango
ALABAMA BARBER GARCIA,Salones y clínicas de belleza y peluquerías,2212728932,19.04547307,-98.22622995,812110,Puebla
ALACIADO PERMANENTE DE CABELLO,Salones y clínicas de belleza y peluquerías,2224652113,19.02523967,-98.21906178,812110,Puebla
ALACRAN BARBERIA,Salones y clínicas de belleza y peluquerías,2215679356,19.11244267,-98.27350807,812110,Cuautlancingo
ALE BARBER,Salones y clínicas de belleza y peluquerías,2211181680,18.9738021,-98.22103451,812110,Puebla
ALE NAILS Y BEAUTY,Salones y clínicas de belleza y peluquerías,2212979693,19.16830498,-98.30887862,812110,San Miguel Xoxtla
ALEBY NAILS,Salones y clínicas de belleza y peluquerías,2217364942,19.46957635,-97.68760146,812110,Libres
ALEX BARBERIA,Salones y clínicas de belleza y peluquerías,2229095656,19.04481238,-98.21561581,812110,Puebla
ALEX LIM,Salones y clínicas de belleza y peluquerías,2213300536,19.16286887,-98.4066702,812110,Huejotzingo
ALEXA LASHES,Salones y clínicas de belleza y peluquerías,2224932596,18.8581424,-97.37341977,812110,Esperanza
ALEXIA NAIL ART STUDIO,Salones y clínicas de belleza y peluquerías,9531514190,18.20436911,-98.04888447,812110,Acatlán
ALFIS BARBER,Salones y clínicas de belleza y peluquerías,2224599944,19.0742779,-98.17204109,812110,Puebla
ALFRED SALON DE BELLEZA,Salones y clínicas de belleza y peluquerías,2481583878,19.33004684,-98.58165561,812110,Tlahuapan
ALGODON DE AZUCAR NAILS AND LASHES,Salones y clínicas de belleza y peluquerías,2215819269,19.01060941,-98.19847406,812110,Puebla
ALICIA FLORES,Salones y clínicas de belleza y peluquerías,2441392559,18.91456162,-98.4116775,812110,Atlixco
ALINNE GARADAN STUDIO,Salones y clínicas de belleza y peluquerías,2221254349,19.00707791,-98.32880808,812110,San Gregorio Atzompa
ALIVE LASHES & BROWS,Salones y clínicas de belleza y peluquerías,2211966415,18.99543824,-98.22631771,812110,Puebla
ALIZA SPA LASHES ARTIST,Salones y clínicas de belleza y peluquerías,2215172063,19.08539397,-98.16466958,812110,Puebla
ALMA DE LUNA,Salones y clínicas de belleza y peluquerías,2223377564,19.04650091,-98.24944376,812110,Puebla
ALOHA LASHES AND NAILS,Salones y clínicas de belleza y peluquerías,2224286050,19.08855935,-98.22074878,812110,Puebla
ALON DE BELLEZA CALA NAILS,Salones y clínicas de belleza y peluquerías,2224248682,19.03258765,-98.2663394,812110,San Andrés Cholula
ALONDRA NAILS,Salones y clínicas de belleza y peluquerías,2228441678,19.07873263,-98.28358797,812110,San Pedro Cholula
ALONDRA NAILS ART,Salones y clínicas de belleza y peluquerías,2313292750,20.09909963,-97.41129596,812110,Ayotoxco de Guerrero
ALONDRAS MUA,Salones y clínicas de belleza y peluquerías,2241065740,18.81482435,-97.87814626,812110,Tepeyahualco de Cuauhtémoc
ALTA PELUQUERIA ALBERTOS,Salones y clínicas de belleza y peluquerías,2227101958,19.08999057,-98.19968816,812110,Puebla
ALTA PELUQUERIA BARBER SHOP,Salones y clínicas de belleza y peluquerías,2229209236,19.09068251,-98.2001652,812110,Puebla
ALTA PELUQUERIA EL Y ELLA,Salones y clínicas de belleza y peluquerías,2222640100,19.01738243,-98.19483195,812110,Puebla
ALTA PELUQUERIA ESTETICA,Salones y clínicas de belleza y peluquerías,2361202491,18.33720385,-97.24223763,812110,Zinacatepec
ALTA PELUQUERIA GABS,Salones y clínicas de belleza y peluquerías,2223457641,19.01317107,-98.20514381,812110,Puebla
ALTA PELUQUERIA GARITA,Salones y clínicas de belleza y peluquerías,2228689313,19.01504269,-98.18458539,812110,Puebla
ALTA PELUQUERIA ISABELLE,Salones y clínicas de belleza y peluquerías,2211791159,19.13969474,-98.27962502,812110,Coronango
ALTA PELUQUERIA UNISEX,Salones y clínicas de belleza y peluquerías,2222068497,19.07398178,-98.235504,812110,Puebla
ALTA PELUQUERIA UNISEX ALBERTO,Salones y clínicas de belleza y peluquerías,2221228399,19.08450743,-98.18344087,812110,Puebla
ALTA PELUQUERIA UNISEX D GABY,Salones y clínicas de belleza y peluquerías,2215838218,19.17015982,-98.30715435,812110,San Miguel Xoxtla
ALTA PELUQUERIA Y ESTETICA UNISEX,Salones y clínicas de belleza y peluquerías,2225211621,19.06959895,-98.31899253,812110,San Pedro Cholula
ALTO ESTILISMO KARLA,Salones y clínicas de belleza y peluquerías,2225071227,19.04358316,-98.18426194,812110,Puebla
AM CYLU,Salones y clínicas de belleza y peluquerías,2311216568,19.81344972,-97.37853655,812110,Teziutlán
AM WAXING,Salones y clínicas de belleza y peluquerías,8421013400,19.00176041,-98.27168842,812110,San Andrés Cholula
AMADEUS CUTS,Salones y clínicas de belleza y peluquerías,2228116088,18.99069515,-98.249937,812110,Puebla
AMAITE SPA,Salones y clínicas de belleza y peluquerías,2224743117,19.05613574,-98.29689458,812110,San Andrés Cholula
AMATISTA STUDIO,Salones y clínicas de belleza y peluquerías,2226633329,19.02219504,-98.26065004,812110,San Andrés Cholula
AMOI BELLEZA Y CUIDADO PERSONAL,Salones y clínicas de belleza y peluquerías,2216256318,19.0042412,-98.19483887,812110,Puebla
AMOR DE ESTUDIO,Salones y clínicas de belleza y peluquerías,2222536921,19.04439117,-98.10195098,812110,Amozoc
AN ARI NAILS,Salones y clínicas de belleza y peluquerías,2229028863,19.04436306,-98.05845324,812110,Amozoc
ANA NAILS ART,Salones y clínicas de belleza y peluquerías,2224215402,19.05244915,-98.31358806,812110,San Pedro Cholula
ANAYELI NAILS,Salones y clínicas de belleza y peluquerías,2481154773,19.25657383,-98.539304,812110,San Salvador el Verde
ANDRADE BEAUTY SALON,Salones y clínicas de belleza y peluquerías,2422157800,19.02118352,-98.2002269,812110,Puebla
ANDREA SALON DE BELLEZA,Salones y clínicas de belleza y peluquerías,2444429302,18.91331238,-98.43506705,812110,Atlixco
ANDREA VILLEDA,Salones y clínicas de belleza y peluquerías,2481526467,19.27576283,-98.41925827,812110,San Martín Texmelucan
ANDY LASH,Salones y clínicas de belleza y peluquerías,2214270137,19.03661223,-98.14150684,812110,Puebla
ANGEL BABY,Salones y clínicas de belleza y peluquerías,2441563114,18.60233856,-98.46632653,812110,Izúcar de Matamoros
ANGELA CUEVAS,Salones y clínicas de belleza y peluquerías,2213585297,19.05737575,-98.1432242,812110,Puebla
ANGELA TAIS CAJERO AGUILAR,Salones y clínicas de belleza y peluquerías,2761338059,19.26397569,-97.82916187,812110,Rafael Lara Grajales
ANGELES GARCIA SALON,Salones y clínicas de belleza y peluquerías,2751120255,18.33222551,-98.2762828,812110,Tehuitzingo
ANGELICA ESTUDIO,Salones y clínicas de belleza y peluquerías,2226976492,18.97221047,-98.23818564,812110,Puebla
ANGELICA LIRA CABRERA,Salones y clínicas de belleza y peluquerías,2241106564,18.46038915,-97.83266011,812110,Ixcaquixtla
ANGERI NAILS,Salones y clínicas de belleza y peluquerías,7971180957,19.93769277,-97.96449273,812110,Zacatlán
ANGIE LU BEAUTY SALON,Salones y clínicas de belleza y peluquerías,2211669059,18.90286132,-98.44533431,812110,Atlixco
ANGIE NAILS,Salones y clínicas de belleza y peluquerías,2481733547,19.20242974,-98.4659097,812110,Chiautzingo
ANGIE SANCHEZ STUDIO,Salones y clínicas de belleza y peluquerías,2228024541,18.96332647,-98.24221385,812110,Puebla
ANJES ESTETICA,Salones y clínicas de belleza y peluquerías,2481087821,19.2821747,-98.42923829,812110,San Martín Texmelucan
ANMERS STUDIO & SPA,Salones y clínicas de belleza y peluquerías,2227800685,19.04371377,-98.0418113,812110,Amozoc
ANNE LOZZ,Salones y clínicas de belleza y peluquerías,2225206657,19.05418046,-98.1888368,812110,Puebla
ANNIE PESTAÑAS CEJAS LABIOS,Salones y clínicas de belleza y peluquerías,2231253036,18.96920629,-97.90374076,812110,Tepeaca
ANNY BEAUTY,Salones y clínicas de belleza y peluquerías,2225721084,19.07944503,-98.24268977,812110,Puebla
ANNY ESPINOSA,Salones y clínicas de belleza y peluquerías,2451040072,18.98541922,-97.44799735,812110,Chalchicomula de Sesma
ANNY SALON,Salones y clínicas de belleza y peluquerías,2311457911,19.81174894,-97.36472986,812110,Teziutlán
ANROUS STYLE,Salones y clínicas de belleza y peluquerías,2224564133,19.07612617,-98.20166689,812110,Puebla
ANS ANGIE NAILS SPA,Salones y clínicas de belleza y peluquerías,2224921973,19.047926,-98.29554346,812110,San Andrés Cholula
ANTARES STUDIO Y SPA COSMETOLOGIA INTEGRAL,Salones y clínicas de belleza y peluquerías,2311216734,19.81232629,-97.36046573,812110,Teziutlán
ANTICUARIO,Salones y clínicas de belleza y peluquerías,2213590554,19.03185402,-98.21368856,812110,Puebla
ANTONELLLA SPA,Salones y clínicas de belleza y peluquerías,2211584174,18.99362047,-98.22682413,812110,Puebla
ANTONIO BRITO SALON,Salones y clínicas de belleza y peluquerías,2222094859,19.00419293,-98.27314015,812110,San Andrés Cholula
ANY ESTUDIO,Salones y clínicas de belleza y peluquerías,2311221121,19.83816458,-97.45930619,812110,Atempan
ANY NILS,Salones y clínicas de belleza y peluquerías,2381356008,18.46404211,-97.3931024,812110,Tehuacán
ANZU STYLING STUDIO,Salones y clínicas de belleza y peluquerías,2311202158,19.8099967,-97.36527349,812110,Teziutlán
APHRIL MEZA MAKEUP,Salones y clínicas de belleza y peluquerías,2212288615,19.08084307,-98.2450683,812110,Puebla
APLICACION D UÑAS KL STUDIO,Salones y clínicas de belleza y peluquerías,2221498682,19.0740402,-98.17174599,812110,Puebla
APLICACION DE PESTAÑAS,Salones y clínicas de belleza y peluquerías,2225630287,19.024616,-98.217968,812110,Puebla
APLICACION DE PESTAÑAS CHERRY LASHES,Salones y clínicas de belleza y peluquerías,2211845525,19.10495395,-97.95350339,812110,Acajete
APLICACION DE PESTAÑAS LASH ART,Salones y clínicas de belleza y peluquerías,2492435156,18.8127187,-97.50911803,812110,Palmar de Bravo
APLICACION DE PESTAÑAS MARIAN LASH,Salones y clínicas de belleza y peluquerías,7761214194,20.04316598,-98.16553546,812110,Ahuazotepec
APLICACION DE PESTAÑAS MININA LASH,Salones y clínicas de belleza y peluquerías,2482406129,19.28800542,-98.44377321,812110,San Martín Texmelucan
APLICACION DE PESTAÑAS SIN NOMBRE,Salones y clínicas de belleza y peluquerías,2481051614,19.35803047,-98.53505415,812110,Tlahuapan
APLICACION DE PESTAÑAS SIN NOMBRE,Salones y clínicas de belleza y peluquerías,2491624912,19.1317297,-97.63562713,812110,San Salvador el Seco
APLICACION DE PESTAÑAS SIN NOMBRE,Salones y clínicas de belleza y peluquerías,2491389392,18.90529571,-97.63505656,812110,Quecholac
APLICACION DE PESTAÑAS Y TRATAMIENTO CAPILAR NAN KERA LASHES,Salones y clínicas de belleza y peluquerías,2282574514,19.43285627,-97.3894507,812110,Tepeyahualco
APLICACION DE TATUAJES INIESTRA IN,Salones y clínicas de belleza y peluquerías,2383867769,18.45844562,-97.39157415,812110,Tehuacán
APLICACION DE TATUAJES LEPROSY,Salones y clínicas de belleza y peluquerías,2381032305,18.45564879,-97.39249042,812110,Tehuacán
APLICACION DE TATUAJES SIN NOMBRE,Salones y clínicas de belleza y peluquerías,2722376374,18.85871082,-97.37897745,812110,Esperanza
APLICACION DE UÑAS,Salones y clínicas de belleza y peluquerías,5532425566,19.83148645,-97.36843063,812110,Teziutlán
APLICACION DE UÑAS,Salones y clínicas de belleza y peluquerías,2313220819,19.84310135,-97.45486659,812110,Atempan
APLICACION DE UÑAS,Salones y clínicas de belleza y peluquerías,2215883859,19.08779205,-98.25257943,812110,Cuautlancingo
APLICACION DE UÑAS,Salones y clínicas de belleza y peluquerías,2213386135,19.00482332,-98.18839463,812110,Puebla
APLICACION DE UÑAS,Salones y clínicas de belleza y peluquerías,7821425965,20.38935359,-97.88199407,812110,Xicotepec
APLICACION DE UÑAS,Salones y clínicas de belleza y peluquerías,2224488396,19.06004975,-98.14296804,812110,Puebla
APLICACION DE UÑAS,Salones y clínicas de belleza y peluquerías,2217184330,18.96466533,-98.2574202,812110,Puebla
APLICACION DE UÑAS,Salones y clínicas de belleza y peluquerías,2224867887,18.96103186,-98.26660679,812110,Puebla
APLICACION DE UÑAS,Salones y clínicas de belleza y peluquerías,2821418433,19.43490346,-97.38874633,812110,Tepeyahualco
APLICACION DE UÑAS,Salones y clínicas de belleza y peluquerías,2231018024,19.11889786,-98.30666256,812110,Coronango
APLICACION DE UÑAS,Salones y clínicas de belleza y peluquerías,2481607851,19.28390225,-98.43580978,812110,San Martín Texmelucan
APLICACION DE UÑAS,Salones y clínicas de belleza y peluquerías,2221545784,19.04705461,-98.19519048,812110,Puebla
APLICACION DE UÑAS,Salones y clínicas de belleza y peluquerías,2481631884,19.28427571,-98.43355423,812110,San Martín Texmelucan
APLICACION DE UÑAS ACRILICAS,Salones y clínicas de belleza y peluquerías,7761475589,20.17909165,-98.04077913,812110,Huauchinango
APLICACION DE UÑAS ACRILICAS ISABELLA NAILS,Salones y clínicas de belleza y peluquerías,2212758508,19.09457948,-98.21972284,812110,Puebla
APLICACION DE UÑAS ACRILICAS SIN NOMBRE,Salones y clínicas de belleza y peluquerías,5554696977,19.11013791,-97.42828127,812110,Tlachichuca
APLICACION DE UÑAS ANDHY,Salones y clínicas de belleza y peluquerías,2229131514,18.97701733,-98.19465369,812110,Puebla
APLICACION DE UÑAS CANDY PINK NAILS,Salones y clínicas de belleza y peluquerías,2383904491,18.4841288,-97.38947476,812110,Tehuacán
APLICACION DE UÑAS DYTAY,Salones y clínicas de belleza y peluquerías,2221233529,19.15102468,-98.26175489,812110,Cuautlancingo
APLICACION DE UÑAS FANAILS,Salones y clínicas de belleza y peluquerías,2225660745,19.06183042,-98.24546354,812110,Puebla
APLICACION DE UÑAS FANCY STUDIO,Salones y clínicas de belleza y peluquerías,2221070940,19.77397702,-97.55399388,812110,Zaragoza
APLICACION DE UÑAS FRESAS CON CREMA BEAUTY HOUSE,Salones y clínicas de belleza y peluquerías,2216690659,19.05581338,-98.29892137,812110,San Andrés Cholula
APLICACION DE UÑAS GELLISH,Salones y clínicas de belleza y peluquerías,2212650419,19.11623597,-98.36321172,812110,Juan C. Bonilla
APLICACION DE UÑAS GOMICHIS,Salones y clínicas de belleza y peluquerías,2212502031,19.08179031,-98.11383139,812110,Puebla
APLICACION DE UÑAS KITTY NAILS,Salones y clínicas de belleza y peluquerías,2227329590,19.16458118,-98.3128579,812110,San Miguel Xoxtla
APLICACION DE UÑAS LUZ,Salones y clínicas de belleza y peluquerías,2215299142,19.0334442,-98.02833725,812110,Amozoc
APLICACION DE UÑAS MANITA DE GATO,Salones y clínicas de belleza y peluquerías,2231255417,19.10493312,-97.95354953,812110,Acajete
APLICACION DE UÑAS MARIDI NAILS,Salones y clínicas de belleza y peluquerías,2212623118,18.98862602,-98.25496155,812110,Puebla
APLICACION DE UÑAS NAIL FACTORY,Salones y clínicas de belleza y peluquerías,2491133881,18.87910048,-97.72821252,812110,Tecamachalco
APLICACION DE UÑAS NAIL ROOM FLOCZ,Salones y clínicas de belleza y peluquerías,2382730517,18.46178573,-97.39657968,812110,Tehuacán
